orderid,orderdate,unitcost,price,orderqty,costofsales,productname,brandname,state,revenue,Profit
1229,6/24/2014,1.81582258,50,24,43.57974191,"Contoso Bluetooth Notebook Mouse E70 Silver",Contoso,Edo,1200.00,1156.42
2544,7/30/2014,20.4977972,50,20,409.955944,"Contoso Bluetooth Notebook Mouse E70 Silver",Contoso,Ekiti,1000.00,590.04
114,02-12-12,9.22662589,41.73,4,36.90650356,"SV Keyboard E90 White","Southridge Video",Katsina,166.92,130.01
681,04-08-13,5.082342983,41.73,10,50.82342983,"SV Keyboard E90 White","Southridge Video",Delta,417.30,366.48
2148,7/30/2012,7.243182726,41.73,18,130.3772891,"SV Keyboard E90 White","Southridge Video",Borno,751.14,620.76
3402,11-08-12,11.33052072,41.73,6,67.98312435,"SV Keyboard E90 White","Southridge Video",Enugu,250.38,182.40
1911,1/25/2012,39.62721594,41.73,4,158.5088638,"SV Keyboard E90 Black","Southridge Video",Ekiti,166.92,8.41
480,6/30/2013,38.81041049,41.73,12,465.7249258,"SV Keyboard E90 Grey","Southridge Video",Enugu,500.76,35.04
1065,09-06-12,25.57444123,41.73,4,102.2977649,"SV Keyboard E90 Grey","Southridge Video",Kebbi,166.92,64.62
7595,03-11-14,17.68584508,22.99,10,176.8584508,"Contoso Multi-line phones M30 White",Contoso,Katsina,229.90,53.04
2300,02-03-13,14.03141486,22.99,9,126.2827337,"Contoso Multi-line phones M30 White",Contoso,Jigawa,206.91,80.63
3142,10/28/2012,14.44970932,22.99,8,115.5976745,"Contoso Multi-line phones M30 White",Contoso,Katsina,183.92,68.32
3240,5/20/2013,14.10690681,26.99,12,169.2828817,"Contoso KSU-less key system M38 White",Contoso,FCT,323.88,154.60
7514,11/28/2013,19.33912126,28.99,13,251.4085764,"Contoso Hybrid system M60 White",Contoso,Ebonyi,376.87,125.46
2250,6/18/2012,23.59551032,28.99,12,283.1461238,"Contoso Hybrid system M60 White",Contoso,Imo,347.88,64.73
3294,4/29/2014,16.35562478,28.99,12,196.2674973,"Contoso Hybrid system M60 White",Contoso,Osun,347.88,151.61
2496,11-08-13,18.16034552,35.99,13,236.0844918,"Contoso 4 Handset Cordless Phone System M86 White",Contoso,Gombe,467.87,231.79
940,2/29/2012,32.60172435,38.99,9,293.4155192,"Contoso Private Automatic Branch Exchange M65 White",Contoso,Kwara,350.91,57.49
7672,9/16/2014,36.59617283,39.99,10,365.9617283,"Contoso Electronic Private Automatic Branch Exchange M90 White",Contoso,Bauchi,399.90,33.94
1089,04-10-12,9.50823327,42.99,10,95.0823327,"Contoso Centrex Phone System L10 White",Contoso,Imo,429.90,334.82
1285,08-03-14,11.39760213,42.99,20,227.9520426,"Contoso Centrex Phone System L10 White",Contoso,Taraba,859.80,631.85
1820,04-05-13,24.87697922,46.99,12,298.5237506,"Contoso In front of Centrex L15 White",Contoso,Ebonyi,563.88,265.36
7456,02-04-13,9.158621342,16.99,9,82.42759208,"Contoso Phone with 13-Number Memory (210) M301 White",Contoso,Anambra,152.91,70.48
458,6/25/2013,4.628327477,16.99,10,46.28327477,"Contoso Phone with 13-Number Memory (210) M301 White",Contoso,Kwara,169.90,123.62
1328,01-07-12,11.15854305,16.99,9,100.4268875,"Contoso Phone with 13-Number Memory (210) M301 White",Contoso,"Akwa Ibom",152.91,52.48
550,8/18/2014,9.430584021,22.99,10,94.30584021,"Contoso Expandable Cordless Phone System M008 White",Contoso,Delta,229.90,135.59
2845,7/14/2012,4.393063324,22.99,9,39.53756992,"Contoso Expandable Cordless Phone System M008 White",Contoso,Niger,206.91,167.37
2875,07-10-13,12.12677694,22.99,9,109.1409925,"Contoso Expandable Cordless Phone System M008 White",Contoso,Delta,206.91,97.77
861,04-12-13,812.5556078,1299,20,16251.11216,"Adventure Works Laptop19W X1980 Red","Adventure Works",Lagos,25980.00,9728.89
976,11/20/2012,789.3695386,1299,13,10261.804,"Adventure Works Laptop19W X1980 Red","Adventure Works",Benue,16887.00,6625.20
1163,09-09-13,807.4716501,1299,10,8074.716501,"Adventure Works Laptop19W X1980 Red","Adventure Works",Rivers,12990.00,4915.28
1674,5/18/2013,763.2374961,1299,10,7632.374961,"Adventure Works Laptop19W X1980 Red","Adventure Works",Kano,12990.00,5357.63
2039,6/15/2012,0.836623819,699,24,20.07897167,"Adventure Works Laptop15 M1501 Red","Adventure Works",Kwara,16776.00,16755.92
1739,10-06-13,186.1062766,599,13,2419.381595,"Adventure Works Laptop16 M1601 Red","Adventure Works",Plateau,7787.00,5367.62
2495,11/14/2012,347.9035327,599,13,4522.745925,"Adventure Works Laptop16 M1601 Red","Adventure Works",Yobe,7787.00,3264.25
2696,9/24/2014,2.78091109,599,10,27.8091109,"Adventure Works Laptop16 M1601 Red","Adventure Works",Kano,5990.00,5962.19
3014,04-03-12,405.5606914,599,12,4866.728297,"Adventure Works Laptop16 M1601 Red","Adventure Works",Plateau,7188.00,2321.27
547,1/31/2014,347.0747497,758,18,6247.345494,"Adventure Works Laptop15.4W M1548 Red","Adventure Works",Lagos,13644.00,7396.65
2042,10/25/2013,487.8655608,758,13,6342.252291,"Adventure Works Laptop15.4W M1548 Red","Adventure Works","Zamfara ",9854.00,3511.75
7652,3/31/2012,101.9629528,326,5,509.8147641,"Adventure Works Laptop8.9 E0890 Red","Adventure Works",Adamawa,1630.00,1120.19
93,09-09-14,176.1312687,326,32,5636.200598,"Adventure Works Laptop8.9 E0890 Red","Adventure Works",Sokoto,10432.00,4795.80
513,1/22/2012,568.34577,1299,9,5115.11193,"Adventure Works Laptop19W X1980 Blue","Adventure Works",Kaduna,11691.00,6575.89
1971,11/14/2013,201.7428446,1299,13,2622.65698,"Adventure Works Laptop19W X1980 Blue","Adventure Works",Taraba,16887.00,14264.34
1652,1/31/2013,101.9285073,382.95,18,1834.713132,"Adventure Works Laptop12 M1201 Blue","Adventure Works",Plateau,6893.10,5058.39
473,6/16/2014,76.8922574,382.95,12,922.7070889,"Adventure Works Laptop12 M1201 Blue","Adventure Works",Yobe,4595.40,3672.69
1269,4/16/2012,260.7730398,382.95,12,3129.276477,"Adventure Works Laptop12 M1201 Blue","Adventure Works",Oyo,4595.40,1466.12
1615,03-03-14,262.945799,382.95,9,2366.512191,"Adventure Works Laptop12 M1201 Blue","Adventure Works",Ebonyi,3446.55,1080.04
1850,11/18/2014,201.0700155,382.95,13,2613.910201,"Adventure Works Laptop12 M1201 Blue","Adventure Works","Akwa Ibom",4978.35,2364.44
2225,7/15/2014,111.6048723,382.95,10,1116.048723,"Adventure Works Laptop12 M1201 Blue","Adventure Works",Ogun,3829.50,2713.45
2925,03-10-12,140.9283428,382.95,10,1409.283428,"Adventure Works Laptop12 M1201 Blue","Adventure Works",FCT,3829.50,2420.22
3227,12/25/2012,148.0365998,382.95,9,1332.329398,"Adventure Works Laptop12 M1201 Blue","Adventure Works",Yobe,3446.55,2114.22
1988,6/19/2014,16.67301675,21.57,24,400.1524019,"Adventure Works Laptop16 M1601 Blue","Adventure Works",Katsina,517.68,117.53
2629,3/15/2013,11.0597826,21.57,24,265.4347825,"Adventure Works Laptop16 M1601 Blue","Adventure Works",Ekiti,517.68,252.25
2974,4/20/2013,797.0299929,1299,20,15940.59986,"WWI Laptop19W X0196 Black","Wide World Importers",Jigawa,25980.00,10039.40
110,7/27/2013,329.3394949,699,9,2964.055454,"WWI Laptop15 M0150 Black","Wide World Importers",Gombe,6291.00,3326.94
182,10/15/2012,139.8765994,699,8,1119.012796,"WWI Laptop15 M0150 Black","Wide World Importers",Jigawa,5592.00,4472.99
357,7/21/2014,116.7234836,699,9,1050.511352,"WWI Laptop15 M0150 Black","Wide World Importers",Bayelsa,6291.00,5240.49
1858,07-06-12,226.7953441,699,12,2721.544129,"WWI Laptop15 M0150 Black","Wide World Importers",Nasarawa,8388.00,5666.46
2238,11/27/2014,45.72460109,699,13,594.4198142,"WWI Laptop15 M0150 Black","Wide World Importers",Edo,9087.00,8492.58
7475,11/29/2012,265.1860591,599,26,6894.837538,"WWI Laptop16 M0160 Black","Wide World Importers",Abia,15574.00,8679.16
475,11/27/2014,28.15167457,599,13,365.9717694,"WWI Laptop16 M0160 Black","Wide World Importers",Imo,7787.00,7421.03
1153,1/24/2013,512.0084938,599,9,4608.076445,"WWI Laptop16 M0160 Black","Wide World Importers",Rivers,5391.00,782.92
1456,3/23/2013,307.4346234,326,10,3074.346234,"WWI Laptop8.9 E0089 Black","Wide World Importers",Kogi,3260.00,185.65
1340,10/31/2014,418.2393549,1299,6,2509.436129,"WWI Laptop19W X0196 White","Wide World Importers",Kwara,7794.00,5284.56
7623,9/22/2014,228.1635047,699,10,2281.635047,"WWI Laptop15 M0150 White","Wide World Importers",Osun,6990.00,4708.36
1309,2/16/2014,274.0621527,699,12,3288.745833,"WWI Laptop15 M0150 White","Wide World Importers",Kwara,8388.00,5099.25
2709,02-04-14,241.7911553,699,18,4352.240796,"WWI Laptop15 M0150 White","Wide World Importers",Enugu,12582.00,8229.76
150,10-10-13,155.4574015,382.95,13,2020.946219,"WWI Laptop12 M0120 White","Wide World Importers",Benue,4978.35,2957.40
312,5/31/2012,61.59865305,382.95,24,1478.367673,"WWI Laptop12 M0120 White","Wide World Importers",Bayelsa,9190.80,7712.43
2229,02-07-12,264.607297,599,9,2381.465673,"WWI Laptop16 M0160 White","Wide World Importers",Kwara,5391.00,3009.53
7691,11-09-14,331.3375705,758,13,4307.388416,"WWI Laptop15.4W M0156 White","Wide World Importers",Ogun,9854.00,5546.61
789,7/30/2014,34.12305895,758,12,409.4767074,"WWI Laptop15.4W M0156 White","Wide World Importers","Zamfara ",9096.00,8686.52
873,6/14/2014,58.30042546,758,12,699.6051055,"WWI Laptop15.4W M0156 White","Wide World Importers",Taraba,9096.00,8396.39
1226,06-09-14,147.2328715,758,24,3533.588916,"WWI Laptop15.4W M0156 White","Wide World Importers","Zamfara ",18192.00,14658.41
1749,01-04-13,219.4355523,326,13,2852.66218,"WWI Laptop8.9 E0089 White","Wide World Importers",Kebbi,4238.00,1385.34
1218,5/15/2013,269.9871175,1299,24,6479.69082,"WWI Laptop19W X0196 Blue","Wide World Importers",Jigawa,31176.00,24696.31
2900,3/18/2013,114.4969001,1299,10,1144.969001,"WWI Laptop19W X0196 Blue","Wide World Importers",Gombe,12990.00,11845.03
2169,5/24/2013,18.90985704,255,10,189.0985704,"Proseware Laptop15 M510 Black",Proseware,Borno,2550.00,2360.90
3425,1/14/2013,22.43657446,382.95,9,201.9291702,"Proseware Laptop12 M210 Black",Proseware,Benue,3446.55,3244.62
7300,8/25/2013,61.33146149,599,12,735.9775379,"Proseware Laptop16 M610 Black",Proseware,Ogun,7188.00,6452.02
7330,02-02-14,1.264691832,599,9,11.38222649,"Proseware Laptop16 M610 Black",Proseware,Bauchi,5391.00,5379.62
470,11/26/2013,122.7005573,599,13,1595.107244,"Proseware Laptop16 M610 Black",Proseware,Sokoto,7787.00,6191.89
1107,12/24/2013,261.2482806,599,13,3396.227648,"Proseware Laptop16 M610 Black",Proseware,Adamawa,7787.00,4390.77
2657,4/29/2013,306.7767322,599,10,3067.767322,"Proseware Laptop16 M610 Black",Proseware,Katsina,5990.00,2922.23
289,4/23/2012,262.4141404,758,10,2624.141404,"Proseware Laptop15.4W M518 Black",Proseware,Kaduna,7580.00,4955.86
933,11/24/2012,378.6511602,1299,13,4922.465083,"Proseware Laptop19W X910 White",Proseware,Jigawa,16887.00,11964.53
7238,12-12-13,519.263415,599,9,4673.370735,"Proseware Laptop16 M610 White",Proseware,Osun,5391.00,717.63
2305,04-10-12,24.18888723,599,10,241.8888723,"Proseware Laptop16 M610 White",Proseware,Lagos,5990.00,5748.11
2884,10-12-13,40.5666079,599,8,324.5328632,"Proseware Laptop16 M610 White",Proseware,Bayelsa,4792.00,4467.47
2195,12/13/2013,59.66167661,77.68,18,1073.910179,"Proseware Laptop15.4W M518 White",Proseware,Abia,1398.24,324.33
7722,4/17/2014,233.5663887,326,20,4671.327774,"Proseware Laptop8.9 E089 White",Proseware,Nasarawa,6520.00,1848.67
1677,01-02-13,308.9814841,326,8,2471.851873,"Proseware Laptop8.9 E089 White",Proseware,Yobe,2608.00,136.15
2029,8/15/2012,259.1203168,326,6,1554.721901,"Proseware Laptop8.9 E089 White",Proseware,FCT,1956.00,401.28
2804,3/31/2012,12.59146227,326,6,75.54877364,"Proseware Laptop8.9 E089 White",Proseware,Benue,1956.00,1880.45
3092,12/21/2013,331.9434456,326,16,5311.095129,"Proseware Laptop8.9 E089 White",Proseware,Ogun,5216.00,-95.10
1283,12/18/2013,218.148599,969,9,1963.337391,"Adventure Works Desktop PC2.33 XD233 Silver","Adventure Works",Enugu,8721.00,6757.66
1875,05-02-14,380.3188891,969,10,3803.188891,"Adventure Works Desktop PC2.33 XD233 Silver","Adventure Works",Jigawa,9690.00,5886.81
486,09-06-12,192.4022551,269.95,12,2308.827061,"Adventure Works Desktop PC1.60 ED160 Silver","Adventure Works",Nasarawa,3239.40,930.57
850,1/16/2012,73.85839406,269.95,12,886.3007287,"Adventure Works Desktop PC1.60 ED160 Silver","Adventure Works",Rivers,3239.40,2353.10
1929,12/25/2011,69.77821205,269.95,12,837.3385446,"Adventure Works Desktop PC1.60 ED160 Silver","Adventure Works",Kogi,3239.40,2402.06
2228,12/18/2011,8.399853846,21.57,4,33.59941538,"Adventure Works Desktop PC1.80 ED180 Silver","Adventure Works",Lagos,86.28,52.68
90,11-02-14,316.9938057,499.9,13,4120.919474,"Adventure Works Desktop PC1.80 ED182 Silver","Adventure Works",Nasarawa,6498.70,2377.78
911,3/18/2012,118.3093403,499.9,27,3194.352189,"Adventure Works Desktop PC1.80 ED182 Silver","Adventure Works",Imo,13497.30,10302.95
1335,1/21/2012,380.2893918,499.9,27,10267.81358,"Adventure Works Desktop PC1.80 ED182 Silver","Adventure Works",Imo,13497.30,3229.49
366,1/22/2012,363.8804666,469,27,9824.772599,"Adventure Works Desktop PC3.0 MS300 Silver","Adventure Works",Kebbi,12663.00,2838.23
832,8/26/2014,153.1506463,469,12,1837.807756,"Adventure Works Desktop PC3.0 MS300 Silver","Adventure Works",Ondo,5628.00,3790.19
1293,11/23/2012,266.8970961,469,39,10408.98675,"Adventure Works Desktop PC3.0 MS300 Silver","Adventure Works",Anambra,18291.00,7882.01
1711,7/31/2014,179.7752424,969,6,1078.651455,"Adventure Works Desktop PC2.33 XD233 Black","Adventure Works",Yobe,5814.00,4735.35
899,2/21/2013,449.220133,599,18,8085.962394,"Adventure Works Desktop PC2.30 MD230 Black","Adventure Works","Zamfara ",10782.00,2696.04
1792,5/26/2014,546.4697012,599,12,6557.636415,"Adventure Works Desktop PC2.30 MD230 Black","Adventure Works",Abia,7188.00,630.36
956,7/18/2014,166.8943532,269.95,24,4005.464477,"Adventure Works Desktop PC1.60 ED160 Black","Adventure Works",Niger,6478.80,2473.34
2107,1/18/2013,91.74450224,269.95,24,2201.868054,"Adventure Works Desktop PC1.60 ED160 Black","Adventure Works",Yobe,6478.80,4276.93
2987,08-07-12,129.3096182,369,36,4655.146257,"Adventure Works Desktop PC1.80 ED180 Black","Adventure Works",Adamawa,13284.00,8628.85
1988,6/19/2014,16.67301675,21.57,24,400.1524019,"Adventure Works Desktop PC1.80 ED182 Black","Adventure Works",Katsina,517.68,117.53
2629,3/15/2013,11.0597826,21.57,24,265.4347825,"Adventure Works Desktop PC1.80 ED182 Black","Adventure Works",Ekiti,517.68,252.25
188,10/23/2012,225.4322417,469,39,8791.857425,"Adventure Works Desktop PC3.0 MS300 Black","Adventure Works",Rivers,18291.00,9499.14
877,1/29/2014,21.90995207,469,18,394.3791372,"Adventure Works Desktop PC3.0 MS300 Black","Adventure Works",Oyo,8442.00,8047.62
1028,4/17/2013,183.639207,469,20,3672.78414,"Adventure Works Desktop PC3.0 MS300 Black","Adventure Works",Bauchi,9380.00,5707.22
3102,12/24/2012,233.9912754,469,26,6083.773161,"Adventure Works Desktop PC3.0 MS300 Black","Adventure Works",Nasarawa,12194.00,6110.23
3298,06-02-12,112.7722684,469,30,3383.168052,"Adventure Works Desktop PC3.0 MS300 Black","Adventure Works",Imo,14070.00,10686.83
7461,2/18/2013,466.4693862,599.9,48,22390.53054,"Adventure Works Desktop PC2.30 MD230 Brown","Adventure Works",Kogi,28795.20,6404.67
2577,1/21/2013,271.6211677,269.95,18,4889.181018,"Adventure Works Desktop PC1.60 ED160 Brown","Adventure Works",Osun,4859.10,-30.08
2778,1/16/2014,226.1905719,269.95,18,4071.430295,"Adventure Works Desktop PC1.60 ED160 Brown","Adventure Works",Kebbi,4859.10,787.67
3000,05-06-13,17.92060375,269.95,40,716.8241499,"Adventure Works Desktop PC1.60 ED160 Brown","Adventure Works",Kogi,10798.00,10081.18
1944,07-02-12,11.92253442,369,36,429.211239,"Adventure Works Desktop PC1.80 ED180 Brown","Adventure Works",Lagos,13284.00,12854.79
7632,01-02-12,162.1497686,269.95,12,1945.797223,"Adventure Works Desktop PC1.60 ED160 White","Adventure Works",Bauchi,3239.40,1293.60
1393,9/21/2013,78.08050727,269.95,20,1561.610145,"Adventure Works Desktop PC1.60 ED160 White","Adventure Works",FCT,5399.00,3837.39
572,8/19/2014,196.0723411,369,10,1960.723411,"Adventure Works Desktop PC1.80 ED180 White","Adventure Works",Yobe,3690.00,1729.28
1955,3/27/2012,35.63010246,369,36,1282.683688,"Adventure Works Desktop PC1.80 ED180 White","Adventure Works",Katsina,13284.00,12001.32
1962,4/13/2014,121.8747987,369,10,1218.747987,"Adventure Works Desktop PC1.80 ED180 White","Adventure Works",Katsina,3690.00,2471.25
2918,12/19/2011,343.4924117,499.9,24,8243.817881,"Adventure Works Desktop PC1.80 ED182 White","Adventure Works",Kebbi,11997.60,3753.78
647,10/17/2013,252.1511239,559,16,4034.417982,"WWI Desktop PC2.30 M2300 Brown","Wide World Importers",Kebbi,8944.00,4909.58
2448,11-09-13,412.7992967,559,26,10732.78172,"WWI Desktop PC2.30 M2300 Brown","Wide World Importers",Sokoto,14534.00,3801.22
894,06-01-12,42.29070022,219.95,18,761.232604,"WWI Desktop PC1.60 E1600 Silver","Wide World Importers",Taraba,3959.10,3197.87
3212,10/27/2012,186.2488753,219.95,18,3352.479756,"WWI Desktop PC1.60 E1600 Silver","Wide World Importers",FCT,3959.10,606.62
3358,08-07-13,150.8876908,219.95,24,3621.304579,"WWI Desktop PC1.60 E1600 Silver","Wide World Importers",Plateau,5278.80,1657.50
1063,10-04-12,37.72195236,229.9,15,565.8292854,"WWI Desktop PC1.80 E1800 Brown","Wide World Importers",Osun,3448.50,2882.67
2014,4/27/2014,231.16654,229.9,20,4623.3308,"WWI Desktop PC1.80 E1800 Brown","Wide World Importers",Bayelsa,4598.00,-25.33
3329,6/23/2012,172.0624447,229.9,18,3097.124005,"WWI Desktop PC1.80 E1800 Brown","Wide World Importers",Bauchi,4138.20,1041.08
1857,5/17/2014,167.8955973,559,10,1678.955973,"WWI Desktop PC2.30 M2300 Black","Wide World Importers",Borno,5590.00,3911.04
2299,12/14/2012,269.8664135,559,18,4857.595444,"WWI Desktop PC2.30 M2300 Black","Wide World Importers",FCT,10062.00,5204.40
65,7/21/2012,115.5727295,219.95,18,2080.309131,"WWI Desktop PC1.60 E1600 Black","Wide World Importers",Kano,3959.10,1878.79
308,06-12-13,54.2856037,219.95,40,2171.424148,"WWI Desktop PC1.60 E1600 Black","Wide World Importers",Bauchi,8798.00,6626.58
1592,2/23/2012,36.438326,219.95,24,874.519824,"WWI Desktop PC1.60 E1600 Black","Wide World Importers",Oyo,5278.80,4404.28
1741,1/28/2012,167.988241,219.95,12,2015.858892,"WWI Desktop PC1.60 E1600 Black","Wide World Importers",Taraba,2639.40,623.54
7490,05-03-12,112.8551287,229.9,30,3385.653862,"WWI Desktop PC1.80 E1800 Black","Wide World Importers",Bauchi,6897.00,3511.35
1395,9/21/2014,182.1683953,229.9,20,3643.367906,"WWI Desktop PC1.80 E1800 Black","Wide World Importers",Borno,4598.00,954.63
2394,12/25/2013,12.18642001,349,9,109.6777801,"WWI Desktop PC3.0 M0300 Black","Wide World Importers",Borno,3141.00,3031.32
874,7/22/2014,351.7098663,919,6,2110.259198,"WWI Desktop PC2.33 X2330 Brown","Wide World Importers","Akwa Ibom",5514.00,3403.74
7588,05-05-12,37.01227246,219.95,15,555.184087,"WWI Desktop PC1.60 E1600 Red","Wide World Importers",FCT,3299.25,2744.07
966,12/16/2011,76.71032147,219.95,12,920.5238576,"WWI Desktop PC1.60 E1600 Red","Wide World Importers",Bauchi,2639.40,1718.88
2643,07-04-12,83.03170954,219.95,18,1494.570772,"WWI Desktop PC1.60 E1600 Red","Wide World Importers",Imo,3959.10,2464.53
1347,04-02-14,121.0670735,229.9,20,2421.34147,"WWI Desktop PC1.80 E1800 Silver","Wide World Importers",Nasarawa,4598.00,2176.66
7342,10/18/2013,222.8137046,219.95,26,5793.156321,"WWI Desktop PC1.60 E1600 White","Wide World Importers",Oyo,5718.70,-74.46
1470,01-05-12,179.6824728,219.95,12,2156.189674,"WWI Desktop PC1.60 E1600 White","Wide World Importers",Yobe,2639.40,483.21
3182,10/29/2012,52.28181753,219.95,12,627.3818104,"WWI Desktop PC1.60 E1600 White","Wide World Importers",Kaduna,2639.40,2012.02
3248,4/18/2013,105.1724844,219.95,20,2103.449689,"WWI Desktop PC1.60 E1600 White","Wide World Importers",Yobe,4399.00,2295.55
586,5/23/2014,271.6454226,269.9,40,10865.8169,"WWI Desktop PC1.80 E1801 White","Wide World Importers",Delta,10796.00,-69.82
2598,11/13/2014,99.08062598,619,26,2576.096275,"Proseware LCD22 M2000 Black",Proseware,Bayelsa,16094.00,13517.90
2170,3/22/2014,173.4906838,199.9,10,1734.906838,"Proseware LCD19 E1000 Black",Proseware,Gombe,1999.00,264.09
7397,4/21/2012,79.84546528,179,10,798.4546528,"Proseware LCD19W M100 Black",Proseware,Osun,1790.00,991.55
630,07-01-13,81.88761489,99,12,982.6513786,"Proseware LCD17 E200 Black",Proseware,Ekiti,1188.00,205.35
2443,12/22/2013,77.09655042,99,78,6013.530933,"Proseware LCD17 E200 Black",Proseware,Enugu,7722.00,1708.47
2809,09-04-12,57.4653508,99,5,287.326754,"Proseware LCD17 E200 Black",Proseware,Osun,495.00,207.67
1981,03-01-12,8.707666898,129,4,34.83066759,"Proseware LCD17W E202 Black",Proseware,Nasarawa,516.00,481.17
2828,01-03-13,67.92702946,99,9,611.3432651,"Proseware LCD15 E103 Black",Proseware,Jigawa,891.00,279.66
666,9/25/2014,38.45260364,59,16,615.2416582,"Proseware CRT17 E104 Black",Proseware,Taraba,944.00,328.76
3384,1/27/2012,58.56830812,59,4,234.2732325,"Proseware CRT17 E104 Black",Proseware,Edo,236.00,1.73
2170,3/22/2014,173.4906838,199.9,10,1734.906838,"Proseware CRT15 E10 Black",Proseware,Gombe,1999.00,264.09
7236,11-04-13,171.5686481,279,13,2230.392425,"Proseware LCD20W M230 White",Proseware,Edo,3627.00,1396.61
7527,12/27/2012,166.413874,279,9,1497.724866,"Proseware LCD20W M230 White",Proseware,Oyo,2511.00,1013.28
7431,10/24/2013,31.23870987,139,16,499.8193578,"Proseware LCD19 E1000 White",Proseware,Ondo,2224.00,1724.18
165,04-02-14,114.7157916,179,9,1032.442125,"Proseware LCD19W M100 White",Proseware,Jigawa,1611.00,578.56
1466,4/29/2012,0.925486386,99,5,4.627431929,"Proseware LCD17 E200 White",Proseware,"Zamfara ",495.00,490.37
3378,11/15/2013,28.54816478,99,13,371.1261421,"Proseware LCD15 E103 White",Proseware,Imo,1287.00,915.87
2803,06-06-13,25.46965308,69,12,305.635837,"Proseware CRT19 E201 White",Proseware,Benue,828.00,522.36
7552,5/18/2013,9.019593345,49,10,90.19593345,"Proseware CRT15 E10 White",Proseware,Kwara,490.00,399.80
315,12/26/2011,38.65950457,49,4,154.6380183,"Proseware CRT15 E10 White",Proseware,FCT,196.00,41.36
453,8/24/2013,5.332335146,49,9,47.99101632,"Proseware CRT15 E10 White",Proseware,Osun,441.00,393.01
876,12/26/2011,2.454513973,49,16,39.27222357,"Proseware CRT15 E10 White",Proseware,Niger,784.00,744.73
3094,3/20/2012,26.50595841,49,5,132.529792,"Proseware CRT15 E10 White",Proseware,Plateau,245.00,112.47
502,06-04-13,401.9521127,679,10,4019.521127,"Adventure Works LCD22W M200 Black","Adventure Works",Borno,6790.00,2770.48
2711,5/31/2012,141.3861251,139,5,706.9306253,"Adventure Works LCD19 E108 Black","Adventure Works",Adamawa,695.00,-11.93
620,12/14/2013,61.55744484,179,9,554.0170035,"Adventure Works LCD19W M100 Black","Adventure Works",Ondo,1611.00,1056.98
7450,03-06-12,95.66675215,129,4,382.6670086,"Adventure Works LCD17W E203 Black","Adventure Works",Adamawa,516.00,133.33
2729,12/19/2011,66.74618366,129,4,266.9847346,"Adventure Works LCD17W E203 Black","Adventure Works","Akwa Ibom",516.00,249.02
1891,8/16/2012,68.3663031,77.68,4,273.4652124,"Adventure Works LCD15 E100 Black","Adventure Works",Ekiti,310.72,37.25
7375,4/13/2013,55.23762639,59,10,552.3762639,"Adventure Works CRT17 E105 Black","Adventure Works","Cross River",590.00,37.62
112,9/21/2014,54.14528799,59,16,866.3246079,"Adventure Works CRT17 E105 Black","Adventure Works",Sokoto,944.00,77.68
591,12/19/2012,11.93775825,59,9,107.4398242,"Adventure Works CRT17 E105 Black","Adventure Works",Ondo,531.00,423.56
1893,6/30/2014,96.12144568,619,12,1153.457348,"Adventure Works LCD22 M200 White","Adventure Works",Kano,7428.00,6274.54
3067,4/17/2013,294.3920885,619,10,2943.920885,"Adventure Works LCD22 M200 White","Adventure Works",Kebbi,6190.00,3246.08
7520,7/14/2014,183.2858975,259,12,2199.43077,"Adventure Works LCD20 M210 White","Adventure Works",Delta,3108.00,908.57
1796,10-08-13,202.631981,259,13,2634.215753,"Adventure Works LCD20 M210 White","Adventure Works",FCT,3367.00,732.78
403,06-02-12,107.9108375,179,10,1079.108375,"Adventure Works LCD19W M100 White","Adventure Works",Enugu,1790.00,710.89
2270,08-11-12,96.84856857,179,10,968.4856857,"Adventure Works LCD19W M100 White","Adventure Works",Ebonyi,1790.00,821.51
7590,10-06-12,84.67354479,99,6,508.0412687,"Adventure Works LCD17 E200 White","Adventure Works",Kaduna,594.00,85.96
3427,11/17/2012,81.42039018,99,6,488.5223411,"Adventure Works LCD17 E200 White","Adventure Works",Imo,594.00,105.48
791,04-09-13,123.2295027,129,10,1232.295027,"Adventure Works LCD17W E203 White","Adventure Works",Ebonyi,1290.00,57.70
2041,11-07-14,85.10261833,129,26,2212.668077,"Adventure Works LCD17W E203 White","Adventure Works",Kebbi,3354.00,1141.33
2514,7/18/2012,90.67441564,129,6,544.0464938,"Adventure Works LCD17W E203 White","Adventure Works",FCT,774.00,229.95
3252,07-12-12,4.860835848,129,6,29.16501509,"Adventure Works LCD17W E203 White","Adventure Works",Enugu,774.00,744.83
253,11/27/2012,91.5638732,99,6,549.3832392,"Adventure Works LCD15 E100 White","Adventure Works",Delta,594.00,44.62
443,04-01-12,23.51228335,99,5,117.5614167,"Adventure Works LCD15 E100 White","Adventure Works",Imo,495.00,377.44
1399,07-08-12,13.63695161,99,5,68.18475806,"Adventure Works LCD15 E100 White","Adventure Works","Zamfara ",495.00,426.82
683,7/18/2012,5.550597974,69,4,22.2023919,"Adventure Works CRT19 E10 White","Adventure Works","Cross River",276.00,253.80
1967,5/30/2012,29.50424956,69,10,295.0424956,"Adventure Works CRT19 E10 White","Adventure Works",Nasarawa,690.00,394.96
7331,12/28/2012,249.5458723,819,16,3992.733957,"WWI LCD24 X300 Black","Wide World Importers",Imo,13104.00,9111.27
549,5/22/2013,210.2339429,819,10,2102.339429,"WWI LCD24 X300 Black","Wide World Importers",Kebbi,8190.00,6087.66
